key,lexicons_count,lexicons
"sessionUri","2","net.anisota.beta.game.progress;net.anisota.beta.game.log"
"stats","2","net.anisota.beta.game.progress;sh.tangled.actor.profile"
"totalXP","1","net.anisota.beta.game.progress"
"triggerSource","1","net.anisota.beta.game.progress"
"xpGainedSinceLastSave","1","net.anisota.beta.game.progress"
"xpToNextLevel","1","net.anisota.beta.game.progress"
"actions","1","net.anisota.beta.game.progress"
"basedOnProgressUri","1","net.anisota.beta.game.progress"
"lastPostReadDate","1","net.anisota.beta.game.progress"
"postsReadToday","1","net.anisota.beta.game.progress"
"postsReadTotal","1","net.anisota.beta.game.progress"
"collectionData","1","net.anisota.beta.game.log"
"eventType","1","net.anisota.beta.game.log"
"gameCardData","1","net.anisota.beta.game.log"
"gameCardId","1","net.anisota.beta.game.log"
"parentLogUri","1","net.anisota.beta.game.log"
"rootLogUri","1","net.anisota.beta.game.log"
"inventoryRecordUri","1","net.anisota.beta.game.log"
"success","1","net.anisota.beta.game.log"
"timeSinceGeneration","1","net.anisota.beta.game.log"
"timeSinceViewed","1","net.anisota.beta.game.log"
"cardType","1","net.anisota.beta.game.log"
"itemName","1","net.anisota.beta.game.inventory"
"itemType","1","net.anisota.beta.game.inventory"
"itemValue","1","net.anisota.beta.game.inventory"
"maxStack","1","net.anisota.beta.game.inventory"
"stackable","1","net.anisota.beta.game.inventory"
"gameCardUri","1","net.anisota.beta.game.inventory"
"aturi","1","net.anisota.game.inventory"
"signedAt","1","net.anisota.game.inventory"
"created","1","net.anisota.game.inventory"
"purpose","3","net.anisota.game.inventory;net.anisota.graph.list;uk.ewancroft.site.info"
"repository","1","net.anisota.game.inventory"
"contentTypes","1","net.anisota.graph.mute"
"targetFeeds","1","net.anisota.graph.mute"
"quotes","2","net.anisota.graph.mute;net.anisota.settings"
"replies","2","net.anisota.graph.mute;net.anisota.settings"
"reposts","2","net.anisota.graph.mute;net.anisota.settings"
"behaviorSettings","1","net.anisota.settings"
"controlOrder","1","net.anisota.settings"
"controlSettings","1","net.anisota.settings"
"uiSettings","1","net.anisota.settings"
"anisotaOnlyMode","1","net.anisota.settings"
"batchNotificationTypes","1","net.anisota.settings"
"batchNotifications","1","net.anisota.settings"
"confirmDeletes","1","net.anisota.settings"
"confirmDraftSaves","1","net.anisota.settings"
"defaultHomePage","1","net.anisota.settings"
"defaultPostTarget","1","net.anisota.settings"
"filterByFollowerRatio","1","net.anisota.settings"
"filterNotificationTypes","1","net.anisota.settings"
"filterNotificationsByFollowers","1","net.anisota.settings"
"hideReadPosts","1","net.anisota.settings"
"hideReposts","1","net.anisota.settings"
"maxFollowerCount","1","net.anisota.settings"
"minFollowerCount","1","net.anisota.settings"
"minFollowerRatio","1","net.anisota.settings"
"postDrafts","1","net.anisota.settings"
"reverseFeedOrder","1","net.anisota.settings"
"soundscape","1","net.anisota.settings"
"trackReadPosts","1","net.anisota.settings"
"back","1","net.anisota.settings"
"delete","2","net.anisota.settings;sh.tangled.label.op"
"feedSwitcher","1","net.anisota.settings"
"fetch","1","net.anisota.settings"
"flip","1","net.anisota.settings"
"forward","1","net.anisota.settings"
"fullscreen","1","net.anisota.settings"
"like","1","net.anisota.settings"
"repost","1","net.anisota.settings"
"shuffle","1","net.anisota.settings"
"noStatsMode","1","net.anisota.settings"
"postCardPrimarySlot","1","net.anisota.settings"
"postCardSecondarySlot","1","net.anisota.settings"
"profileCardPrimarySlot","1","net.anisota.settings"
"profileCardSecondarySlot","1","net.anisota.settings"
"showAtSymbol","1","net.anisota.settings"
"showEngagementLikes","1","net.anisota.settings"
"showEngagementQuotes","1","net.anisota.settings"
"showEngagementReplies","1","net.anisota.settings"
"showEngagementReposts","1","net.anisota.settings"
"showPostCardAvatar","1","net.anisota.settings"
"showPostCardDisplayName","1","net.anisota.settings"
"showPostCardFooter","1","net.anisota.settings"
"showPostCardHandle","1","net.anisota.settings"
"showPostCardHeader","1","net.anisota.settings"
"showPostCount","1","net.anisota.settings"
"showPostReadIndicator","1","net.anisota.settings"
"showProfileAtSymbol","1","net.anisota.settings"
"showProfileCollections","1","net.anisota.settings"
"showProfileDisplayName","1","net.anisota.settings"
"showProfileFollowers","1","net.anisota.settings"
"showProfileFollowing","1","net.anisota.settings"
"showProfileHandle","1","net.anisota.settings"
"showProfileLexicons","1","net.anisota.settings"
"showProfilePosts","1","net.anisota.settings"
"showRarityIndicator","1","net.anisota.settings"
"showTimestamp","1","net.anisota.settings"
"showUsername","1","net.anisota.settings"
"follows","1","net.anisota.settings"
"likes","1","net.anisota.settings"
"mentions","1","net.anisota.settings"
"eyes","1","net.nornoe.avatarArchive"
"mouth","1","net.nornoe.avatarArchive"
"rotation","1","net.nornoe.avatarArchive"
"shape","1","net.nornoe.avatarArchive"
"retrievedAt","1","network.cosmik.card"
"siteName","2","network.cosmik.card;org.bluepocket.v1.archive"
"accessType","1","network.cosmik.collection"
"collaborators","1","network.cosmik.collection"
"addedBy","1","network.cosmik.collectionLink"
"card","1","network.cosmik.collectionLink"
"originalCard","1","network.cosmik.collectionLink"
"trackFile","1","network.doing.activity"
"definitions","2","network.slices.lexicon;social.slices.lexicon"
"slice","4","network.slices.lexicon;network.slices.waitlist.invite;network.slices.waitlist.request;social.slices.lexicon"
"services","2","one.atpage.page;uk.ewancroft.site.info"
"gay","1","one.two.three"
"maintainers","1","org.atproto-nix.projects"
"repoURL","1","org.atproto-nix.projects"
"byline","1","org.bluepocket.v1.archive"
"imageHref","1","org.bluepocket.v1.archive"
"publishTime","1","org.bluepocket.v1.archive"
"textLength","3","org.bluepocket.v1.archive;org.bluepocket.v1.link;org.bluepocket.v1.save"
"end_utc","1","org.devcon.event"
"event_type","1","org.devcon.event"
"expertise","1","org.devcon.event"
"main_url","1","org.devcon.event"
"organizer","1","org.devcon.event"
"requires_ticket","1","org.devcon.event"
"sold_out","1","org.devcon.event"
"start_utc","1","org.devcon.event"
"contact","1","org.devcon.event"
"annualBudget","1","org.impactindexer.status"
"fundingGivenOut","1","org.impactindexer.status"
"fundingReceived","1","org.impactindexer.status"
"geographicDistribution","1","org.impactindexer.status"
"impactMetrics","1","org.impactindexer.status"
"sustainableRevenuePercent","1","org.impactindexer.status"
"teamSize","1","org.impactindexer.status"
"website","1","org.impactindexer.status"
"windows","1","org.owdproject.application.windows"
"main-LHE9Ba","1","org.owdproject.application.windows"
"autoplay","1","org.owdproject.application.windows"
"videoId","1","org.owdproject.application.windows"
"active","2","org.owdproject.application.windows;org.owdproject.desktop"
"draggable","1","org.owdproject.application.windows"
"focused","1","org.owdproject.application.windows"
"workspace","2","org.owdproject.application.windows;org.owdproject.desktop"
"window","1","org.owdproject.desktop"
"master","1","org.owdproject.desktop"
"positionZ","1","org.owdproject.desktop"
"defaultNick","1","org.xcvr.actor.profile"
"topic","1","org.xcvr.feed.channel"
"channelURI","1","org.xcvr.lrc.signet"
"lrcID","1","org.xcvr.lrc.signet"
"nick","1","org.xcvr.lrc.message"
"postedAt","1","org.xcvr.lrc.message"
"signetURI","1","org.xcvr.lrc.message"
"testValue","1","pet.nel.testrecord"
"pointerUri","1","pet.nkp.file"
"hiddenMessage","1","place.stream.chat.gate"
"streamer","1","place.stream.chat.message"
"blue","1","place.stream.chat.profile"
"green","1","place.stream.chat.profile"
"red","1","place.stream.chat.profile"
"contentRights","2","place.stream.default.metadata;place.stream.metadata.configuration"
"contentWarnings","2","place.stream.default.metadata;place.stream.metadata.configuration"
"distributionPolicy","2","place.stream.default.metadata;place.stream.metadata.configuration"
"copyrightNotice","2","place.stream.default.metadata;place.stream.metadata.configuration"
"copyrightYear","2","place.stream.default.metadata;place.stream.metadata.configuration"
"creator","1","place.stream.default.metadata"
"creditLine","1","place.stream.default.metadata"
"allowArchive","1","place.stream.default.metadata"
"broadcastExpiry","1","place.stream.default.metadata"
"createdBy","1","place.stream.key"
"signingKey","1","place.stream.key"
"agent","1","place.stream.livestream"
"canonicalUrl","1","place.stream.livestream"
"warnings","1","place.stream.metadata.configuration"
"deleteAfter","1","place.stream.metadata.configuration"
"debugRecording","1","place.stream.server.settings"
"plaintext","2","pub.leaflet.comment;pub.leaflet.document"
"pages","1","pub.leaflet.document"
"publication","2","pub.leaflet.document;pub.leaflet.graph.subscription"
"blocks","1","pub.leaflet.document"
"commit","1","pub.leaflet.document"
"validationStatus","1","pub.leaflet.document"
"block","1","pub.leaflet.document"
"rev","1","pub.leaflet.document"
"base_path","1","pub.leaflet.publication"
"showComments","1","pub.leaflet.publication"
"showInDiscover","1","pub.leaflet.publication"
"gameText","1","run.val.qbat.game.v1"
"items","1","sc.nexus.feed.post"
"subjects","1","self.tanglifications.log"
"bsky","1","self.tanglifications.log"
"tngl","1","self.tanglifications.log"
"cursor","1","self.tanglifications.state"
"bluesky","1","sh.tangled.actor.profile"
"pinnedRepositories","1","sh.tangled.actor.profile"
"reaction","1","sh.tangled.feed.reaction"
"multiple","1","sh.tangled.label.definition"
"scope","1","sh.tangled.label.definition"
"valueType","1","sh.tangled.label.definition"
"add","1","sh.tangled.label.op"
"performedAt","1","sh.tangled.label.op"
"knot","1","sh.tangled.repo"
"artifact","1","sh.tangled.repo.artifact"
"issue","2","sh.tangled.repo.issue.state;sh.tangled.repo.issue.comment"
"pull","1","sh.tangled.repo.pull.comment"
"patch","1","sh.tangled.repo.pull"
"branch","1","sh.tangled.repo.pull"
"sha","1","sh.tangled.repo.pull"
"instance","1","sh.tangled.spindle.member"
"contents","2","sh.tangled.string;space.essem.file.dir"
"visitedAt","1","site.freakybob.visited"
"bskyCommentsPostUri","1","sky.write.on.pages"
"coverImage","1","sky.write.on.pages"
"recommended","1","sky.write.on.pages"
"shortDescription","1","sky.write.on.pages"
"sound","1","so.sprk.feed.audio"
"versioningEnabled","1","social.bucket.can.mapping"
"versions","1","social.bucket.can.mapping"
"uploadedAt","1","social.bucket.can.mapping"
"languages","1","social.clippr.feed.clip"
"unlisted","1","social.clippr.feed.clip"
"unread","1","social.clippr.feed.clip"
"replyTo","1","social.grain.comment"
"gallery","1","social.grain.gallery.item"
"dateTimeOriginal","1","social.grain.photo.exif"
"exposureTime","1","social.grain.photo.exif"
"fNumber","1","social.grain.photo.exif"
"flash","1","social.grain.photo.exif"
"focalLengthIn35mmFormat","1","social.grain.photo.exif"
"iSO","1","social.grain.photo.exif"
"lensMake","1","social.grain.photo.exif"
"lensModel","1","social.grain.photo.exif"
"make","1","social.grain.photo.exif"
"photo","2","social.grain.photo.exif;social.grain.photo"
"backdropUrl","2","social.popfeed.feed.listItem;social.popfeed.feed.post"
"genres","2","social.popfeed.feed.listItem;social.popfeed.feed.post"
"listType","1","social.popfeed.feed.listItem"
"mainCredit","2","social.popfeed.feed.listItem;social.popfeed.feed.post"
"mainCreditRole","2","social.popfeed.feed.listItem;social.popfeed.feed.post"
"workTitle","1","social.popfeed.feed.post"
"certificate","3","social.skyfi.cert.client;social.skyfi.cert.root;social.skyfi.x509"
"serialNumber","1","social.skyfi.cert.client"
"validUntil","1","social.skyfi.cert.client"
"certificateType","1","social.skyfi.x509"
"reasoning","1","stream.thought.reasoning"
"arguments","1","stream.thought.tool.call"
"tool_call_id","1","stream.thought.tool.call"
"tool_name","1","stream.thought.tool.call"
"members","1","systems.gaze.atfronter.fronter"
"activeCounterId","1","test.example.counter"
"counters","1","test.example.counter"
"userAgent","1","test.example.counter"
"hello","1","test.test.test"
"game","1","tools.atp.borgle.play"
"evaluations","1","tools.atp.borgle.play"
"guess","1","tools.atp.borgle.play"
"accuracy","1","tools.atp.typing.test"
"consistency","1","tools.atp.typing.test"
"dataPoints","1","tools.atp.typing.test"
"ratio","1","tools.atp.typing.test"
"rawWpm","1","tools.atp.typing.test"
"textPrompted","1","tools.atp.typing.test"
"timeMs","1","tools.atp.typing.test"
"wpm","1","tools.atp.typing.test"
"errors","1","tools.atp.typing.test"
"subMode","1","tools.atp.typing.test"
"additionalInfo","1","uk.ewancroft.site.info"
"credits","1","uk.ewancroft.site.info"
"openSourceInfo","1","uk.ewancroft.site.info"
"privacyStatement","1","uk.ewancroft.site.info"
"technologyStack","1","uk.ewancroft.site.info"
"analytics","1","uk.ewancroft.site.info"
"deployment","1","uk.ewancroft.site.info"
"sectionLicense","1","uk.ewancroft.site.info"
"websiteBirthYear","1","uk.ewancroft.site.info"
"section","1","uk.ewancroft.site.info"
"basedOn","1","uk.ewancroft.site.info"
"relatedServices","1","uk.ewancroft.site.info"
"repositories","1","uk.ewancroft.site.info"
"cookiePolicy","1","uk.ewancroft.site.info"
"customDomain","1","uk.ewancroft.site.info"
"relationship","1","uk.ewancroft.site.info"
"additional","1","uk.skyblur.post"
"myPage","1","uk.skyblur.preference"
"isUseMyPage","1","uk.skyblur.preference"
"private","2","us.delicio.bookmark;works.catalog.nowPlaying"
"libver","1","win.tomo-x.atunits.unit"
"albumType","1","works.catalog.album"
"barcode","1","works.catalog.album"
"externalIds","3","works.catalog.album;works.catalog.artist;works.catalog.track"
"recordLabel","1","works.catalog.album"
"assignedAt","1","xyz.addmoresphere.vertexAssignment"
"sphereGeneration","1","xyz.addmoresphere.vertexAssignment"
"vertexId","1","xyz.addmoresphere.vertexAssignment"
"isFoundingMember","1","xyz.addmoresphere.vertexAssignment"
"backLang","1","xyz.flatshcards.stack"
"frontLang","1","xyz.flatshcards.stack"
"j4ck-main-content","1","xyz.j4ck.status"
"durationSeconds","1","xyz.statusphere.pomodoroSession"
"endedAt","1","xyz.statusphere.pomodoroSession"
